chr	start	end	common_name	sys_name	fpkm_1	fpkm_2
chrII	444956	447387	EXO84	YBR102C	17.08586762	11.52816327
chrVIII	468183	470616	YHR182W	YHR182W	9.368679917	7.531446495
chrXIII	465945	468379	MUB1	YMR100W	20.39451703	16.63828825
chrII	93478	95912	UBP13	YBL067C	42.45389259	31.5051998
chrXI	608772	611207	PXL1	YKR090W	19.76207257	13.91224161
chrX	262660	265095	DPB11	YJL090C	9.256970833	8.663532274
chrXIV	687628	690063	ABZ1	YNR033W	36.81986152	27.76124575
chrXI	394725	397165	CDC16	YKL022C	16.76373749	13.12164796
chrXII	437441	439882	YLR149C	YLR149C	0.933796293	1.261639198
chrXII	919200	921642	BDF1	YLR399C	56.10853745	38.90562433
chrV	153470	155912	MNN1	YER001W	67.51692769	40.67119561
chrII	248664	251106	DSF2	YBR007C	9.437850107	7.692846301
chrXVI	30458	32902	MDL2	YPL270W	35.33705681	25.64282961
chrXII	833870	836315	BUD8	YLR353W	15.64138509	16.31148747
chrXIII	820136	822583	FCP1	YMR277W	27.84167053	18.31182126
chrIV	224303	226751	CDC53	YDL132W	48.31504338	31.51365388
chrVII	979706	982155	SDA1	YGR245C	116.0328357	89.53515301
chrX	698196	700646	PMT4	YJR143C	277.7017317	215.4631091
chrIV	940976	943429	YDR239C	YDR239C	14.55787914	11.48750275
chrXII	607115	609570	EST1	YLR233C	6.602446309	5.331376725
chrI	58618	61074	PTA1	YAL043C	34.64872384	27.89995603
chrXII	81357	83814	FRA1	YLL029W	34.53153684	22.68690291
chrIV	90026	92483	YDL206W	YDL206W	7.730941083	6.141758245
chrXII	620431	622889	CSC1	YLR241W	39.64949701	29.33885536
chrI	166563	169021	BUD14	YAR014C	34.62051975	24.55703419
chrXII	1039053	1041512	SST2	YLR452C	124.0063918	97.56197404
chrXVI	239089	241548	MLH3	YPL164C	18.23017554	10.77064155
chrXII	429570	432029	ACF2	YLR144C	26.61732584	21.97994253
chrIV	54250	56710	WHI4	YDL224C	32.12147857	25.28819552
chrXII	271474	273934	MEF1	YLR069C	23.78224856	19.84247025
chrXV	213741	216203	MAM3	YOL060C	26.74614513	19.57617002
chrIV	1114252	1116716	UTP4	YDR324C	106.5890396	85.15144077
chrX	507690	510154	GEF1	YJR040W	29.60244198	20.12270981
chrXII	413216	415680	SLX4	YLR135W	5.2420991	2.999658605
chrX	181822	184288	SPT10	YJL127C	11.9135318	9.054116597
chrXI	8914	11381	FRE2	YKL220C	3.798464872	3.557761145
chrII	238871	241339	NTH2	YBR001C	17.85581022	11.29287263
chrIV	1431884	1434353	PKH1	YDR490C	14.36092265	8.980744501
chrII	579011	581483	SMY2	YBR172C	46.51388021	37.81037198
chrVII	500103	502576	CUL3	YGR003W	24.03887549	16.63338703
chrXV	305212	307687	PLB3	YOL011W	41.03402701	36.76908223
chrXI	567829	570304	GPT2	YKR067W	24.56285653	17.06736043
chrVIII	459236	461712	STB5	YHR178W	8.592183538	6.156799286
chrXI	491264	493740	BCH2	YKR027W	19.84385246	15.42309316
chrXII	912446	914924	AFG2	YLR397C	50.28501208	33.43114671
chrIV	164824	167305	CDC9	YDL164C	24.90792837	17.06773996
chrX	402793	405274	MPS3	YJL019W	15.1080877	10.30270848
chrI	106156	108639	PMT2	YAL023C	268.0544654	183.9970133
chrXIV	126692	129180	SEC2	YNL272C	26.56832558	18.38127652
chrX	265925	268415	SIP4	YJL089W	0.305137667	0.432880625
chrXI	371727	374218	TUL1	YKL034W	21.65607361	16.56648804
chrXIII	759579	762071	FAA4	YMR246W	328.4710412	263.6598008
chrIII	260156	262649	TUP1	YCR084C	96.84472176	66.21002407
chrII	40772	43265	BRN1	YBL097W	10.15901086	6.114798649
chrVI	90971	93465	BUD27	YFL023W	17.31200065	13.31166378
chrI	84583	87078	GIP4	YAL031C	13.19612333	10.43002285
chrVII	293207	295704	YGL114W	YGL114W	26.26967172	20.78166426
chrXII	691515	694014	MCM5	YLR274W	28.57959939	21.81251949
chrX	656176	658676	VPS70	YJR126C	44.38629409	34.31298293
chrXIV	332456	334956	CBK1	YNL161W	26.03552442	19.09371527
chrVII	899828	902329	ELP2	YGR200C	94.27773387	64.70796049
chrIV	352876	355378	MBP1	YDL056W	13.36163802	9.785396706
chrV	484771	487274	COG3	YER157W	26.30785898	23.25409802
chrXI	226402	228906	ABF1	YKL112W	33.78197839	17.03389335
chrXII	147826	150330	DNM1	YLL001W	31.2533872	26.25802332
chrVII	850923	853428	PBP1	YGR178C	72.28882736	47.08574534
chrXIV	319198	321703	SKO1	YNL167C	21.43389007	16.53533355
chrIV	1480980	1483485	URC2	YDR520C	10.71694504	8.175462311
chrM	13817	16322	AI1	Q0050	NA	NA
chrX	102015	104521	SET2	YJL168C	22.13277389	17.57329936
chrXVI	215883	218390	TRE1	YPL176C	22.62905481	15.47798703
chrXII	507697	510206	RFX1	YLR176C	8.629360043	4.361592923
chrIV	558269	560779	DBF4	YDR052C	19.67584591	14.23253721
chrV	184518	187028	FAA2	YER015W	5.448695789	6.196061457
chrVIII	394293	396805	SKG6	YHR149C	26.5160298	23.10945172
chrII	467159	469674	RAD16	YBR114W	8.861696284	13.89810499
chrXV	602577	605093	ELG1	YOR144C	13.08593701	8.568110338
chrII	122305	124822	PIN4	YBL051C	64.19622708	41.84470103
chrIII	163895	166413	NPP1	YCR026C	22.12783518	17.48951724
chrXI	3220	5738	YKL222C	YKL222C	7.945904451	4.831020496
chrXVI	561296	563814	YPR003C	YPR003C	11.82627909	9.201075734
chrXIII	368033	370551	ERB1	YMR049C	151.5769447	105.9227736
chrXIV	434811	437330	AVT4	YNL101W	34.78722896	29.58589013
chrXV	187001	189522	MDM20	YOL076W	57.06203523	41.16748729
chrIV	865059	867583	UME6	YDR207C	11.09477314	5.273752376
chrXII	329618	332144	IOC2	YLR095C	17.84670654	11.33826403
chrXVI	572700	575226	HAA1	YPR008W	21.5564152	21.76215193
chrIV	289879	292408	PMT5	YDL093W	41.94526752	27.43607063
chrVIII	506271	508800	MNL1	YHR204W	39.75693537	25.20683252
chrXI	336321	338850	DEF1	YKL054C	142.8045084	86.64087603
chrXIV	247426	249956	VID27	YNL212W	34.67980146	26.38628265
chrV	189339	191869	AFG3	YER017C	38.1395539	33.59582054
chrXIV	224658	227188	SQS1	YNL224C	15.11567622	10.16395295
chrV	232378	234908	YEN1	YER041W	7.808097648	6.938267285
chrXV	644532	647063	SEY1	YOR165W	79.05075693	59.25615123
chrVII	56463	58994	ADE5,7	YGL234W	533.3424486	368.3128743
chrX	281066	283598	IML2	YJL082W	16.10397892	17.94010065
chrX	123835	126372	FAR1	YJL157C	66.74470136	57.19498534
chrV	229712	232249	GLN3	YER040W	12.87774804	9.10409989
chrX	56296	58836	ACO2	YJL200C	119.551752	82.08257417
chrXII	573955	576496	MSC3	YLR219W	20.73142147	13.45284883
chrXIII	575018	577559	YMR160W	YMR160W	6.777580096	4.30248769
chrXVI	815554	818096	KAR3	YPR141C	9.066427434	7.874694089
chrXII	404435	406977	ACE2	YLR131C	10.16236921	6.8449264
chrXII	660648	663192	GSY2	YLR258W	18.61635744	10.47115883
chrV	457688	460232	UBP5	YER144C	15.92843417	10.65273962
chrXIII	619701	622246	SPT21	YMR179W	9.155249474	7.865407893
chrVII	1014231	1016778	APL6	YGR261C	54.60950682	40.3596358
chrVI	169865	172412	IOC3	YFR013W	32.41594325	24.24269947
chrIV	1334567	1337115	PPZ2	YDR436W	10.03903322	8.279166688
chrV	526968	529518	RAD3	YER171W	31.58324484	27.47492816
chrVII	476172	478723	LEU1	YGL009C	134.6229093	100.5006942
chrX	33726	36277	OPT1	YJL212C	103.0889008	82.62501782
chrXV	312918	315469	TOP1	YOL006C	32.56365358	21.91096216
chrXII	697092	699643	YSH1	YLR277C	25.1176962	21.79024061
chrXVI	715944	718496	NVJ2	YPR091C	34.43645828	24.55720609
chrXIII	256017	258570	GIS4	YML006C	13.59062282	10.7961116
chrII	694729	697283	YBR238C	YBR238C	53.37764622	64.96396837
chrXV	733739	736293	PTP2	YOR208W	15.9652059	11.87710007
chrXIII	236504	239059	PSP2	YML017W	43.92910691	28.75825753
chrXV	1036833	1039389	NUD1	YOR373W	15.75453838	9.879795332
chrV	355283	357839	UBP9	YER098W	4.062491028	3.433831304
chrII	616042	618601	TAF5	YBR198C	33.25356412	23.28656493
chrIV	776162	778721	SSY1	YDR160W	9.995863024	7.882532315
chrXV	649274	651833	GLN4	YOR168W	326.7954426	238.5819895
chrX	126471	129031	SSY5	YJL156C	20.87428612	17.38291319
chrXV	1055233	1057794	FRE3	YOR381W	6.823521873	6.493499247
chrIV	1424667	1427228	VPS72	YDR485C	11.07586159	6.974499191
chrIV	287028	289589	PMT1	YDL095W	262.9528212	176.4067295
chrI	45760	48322	FLC2	YAL053W	75.95864278	65.09920431
chrXI	86224	88786	PXA2	YKL188C	1.680501117	1.983350024
chrIII	127987	130550	SAT4	YCR008W	68.47839485	50.82603626
chrXV	361368	363934	PET127	YOR017W	16.34231641	11.03993832
chrXII	517906	520472	SWI6	YLR182W	16.77880453	12.72165155
chrIX	80509	83075	SSL2	YIL143C	31.90788371	26.51486061
chrXII	556778	559347	HRD3	YLR207W	19.02662472	12.58691443
chrXII	579219	581790	UTP13	YLR222C	98.01429491	82.76942231
chrIII	250099	252670	PAT1	YCR077C	65.31002766	51.44640648
chrXV	394731	397305	AKR2	YOR034C	28.04171276	22.43295504
chrIV	450108	452682	NTH1	YDR001C	25.90590438	22.45033722
chrIV	202799	205374	BPL1	YDL141W	37.76783973	27.26787563
chrIV	971701	974277	HSP78	YDR258C	11.22977851	4.970956622
chrVI	33271	35848	ALR2	YFL050C	5.798365873	6.21416077
chrIX	232956	235533	SEC6	YIL068C	21.03136096	14.93788647
chrXV	654165	656742	YRM1	YOR172W	13.16916995	10.21751434
chrVIII	164873	167451	DAP2	YHR028C	59.63122555	39.48044556
chrXVI	133022	135601	FLC1	YPL221W	54.0092211	54.19484492
chrII	789234	791814	SUL1	YBR294W	0.392652269	0.358092242
chrXI	458741	461322	TOF2	YKR010C	10.89187718	6.920433306
chrXVI	256796	259377	KIP2	YPL155C	10.59750212	9.008495079
chrXI	242978	245561	GFA1	YKL104C	188.0190284	130.3813716
chrIV	509663	512248	LYS14	YDR034C	19.79057091	13.99814079
chrII	528258	530843	MAK5	YBR142W	80.92579986	59.9239559
chrXVI	897142	899727	SEC23	YPR181C	300.287623	230.7012736
chrXVI	159835	162420	TYW1	YPL207W	89.60467404	63.93507759
chrII	203436	206022	SCT1	YBL011W	48.08619434	38.40556615
chrXIV	164570	167157	FOL1	YNL256W	48.85077834	39.58112457
chrVII	894655	897242	YPP1	YGR198W	47.77390747	43.03331287
chrVI	196542	199130	ROG3	YFR022W	8.024479766	7.496682548
chrII	757549	760138	PPS1	YBR276C	32.57462495	28.54775558
chrVII	963150	965743	YGR237C	YGR237C	9.864744451	6.650863426
chrXV	397530	400124	SHE4	YOR035C	21.47927541	13.83083526
chrXIII	690566	693160	EFR3	YMR212C	80.93852364	63.61398804
chrIII	65798	68393	HIS4	YCL030C	176.9405183	106.8064641
chrVII	352989	355585	SCY1	YGL083W	19.99935371	11.21035708
chrX	317272	319869	LAS21	YJL062W	37.05290971	32.73011115
chrIV	1252087	1254685	SAC7	YDR389W	35.09376906	27.02638115
chrIV	868099	870697	MSS4	YDR208W	39.18804211	29.75272662
chrXVI	283463	286061	FRK1	YPL141C	15.01233454	10.37196645
chrV	339638	342237	MET6	YER091C	286.5862438	219.5048244
chrXVI	906907	909508	ATG13	YPR185W	10.61335309	7.7551991
chrXII	769135	771736	BUD6	YLR319C	17.13715728	11.48479867
chrXV	628106	630707	NFI1	YOR156C	5.842212708	5.505599361
chrXIII	698614	701217	SKY1	YMR216C	45.82611889	41.88137869
chrVII	889620	892226	FYV8	YGR196C	13.31411495	8.981127557
chrXII	137939	140546	SPO75	YLL005C	0.097146029	0.236254769
chrVII	443549	446156	CWH41	YGL027C	62.95062656	41.52177569
chrIX	238098	240708	RNR3	YIL066C	5.142819159	4.483679051
chrIV	213174	215786	RGT2	YDL138W	11.44127958	7.074070417
chrX	231258	233875	MEF2	YJL102W	4.54840974	3.883302302
chrVI	115952	118569	CDC4	YFL009W	32.41951624	22.53492093
chrX	50556	53177	RCY1	YJL204C	22.61070109	15.92073098
chrVI	150007	152628	NIC96	YFR002W	64.27842455	50.68168426
chrVII	622262	624883	YGR067C	YGR067C	1.739284699	1.46870212
chrXII	734964	737587	ACO1	YLR304C	395.0957884	224.0703935
chrIV	400842	403467	MPS1	YDL028C	11.96347419	9.444023295
chrIV	995754	998381	AKR1	YDR264C	108.8189067	75.83258951
chrVIII	71922	74549	DUR3	YHL016C	5.205932116	3.399603566
chrIV	1032435	1035063	ZIP1	YDR285W	1.541911234	2.050703987
chrIV	236080	238708	CDC48	YDL126C	460.645981	301.3948946
chrXIII	268859	271487	CDC5	YMR001C	20.81580165	18.22196972
chrX	388284	390914	VPS53	YJL029C	26.96291905	20.25725136
chrII	647479	650110	NGR1	YBR212W	37.04586726	25.80694311
chrX	339711	342345	IRC8	YJL051W	12.78792983	7.482627313
chrXIII	264299	266933	YML002W	YML002W	7.788137715	5.611970485
chrXI	188860	191494	OCT1	YKL134C	14.5186271	11.282399
chrVII	107943	110578	POX1	YGL205W	0.96113345	0.759665819
chrVI	229393	232029	IRC5	YFR038W	25.91427684	19.27606826
chrXII	831000	833636	YLR352W	YLR352W	11.52922432	8.645221009
chrVI	134520	137157	MSH4	YFL003C	0.960404213	1.343004397
chrXV	822406	825044	HRK1	YOR267C	28.5131883	21.94687648
chrXIV	289344	291983	UBP10	YNL186W	53.83782825	45.74422517
chrX	545725	548367	PTK2	YJR059W	23.67707308	12.88008938
chrVII	368668	371311	HSF1	YGL073W	15.13992544	8.855350979
chrXV	954211	956854	TEA1	YOR337W	23.18899972	16.83681864
chrXII	802527	805171	VRP1	YLR337C	17.9119928	9.842026857
chrIII	31431	34078	SPB1	YCL054W	82.85667758	68.05985605
chrXVI	205201	207849	TCO89	YPL180W	15.49389241	9.478261084
chrXV	775667	778315	KIN4	YOR233W	23.62340386	19.82875478
chrXV	808184	810832	TRE2	YOR256C	18.26749043	16.57241969
chrX	147809	150461	YAK1	YJL141C	8.919520151	7.672922648
chrXII	766541	769196	EST2	YLR318W	7.344957197	6.14752001
chrIV	111579	114234	SNF3	YDL194W	6.963400979	5.393578877
chrX	76699	79355	SWE1	YJL187C	14.30296896	9.333754096
chrXVI	35204	37862	PLC1	YPL268W	14.76860947	14.9459373
chrII	209597	212256	HIR1	YBL008W	15.42977171	11.4658226
chrIX	163268	165929	PFK26	YIL107C	10.08843247	6.770164628
chrXVI	857384	860046	KRE6	YPR159W	142.0040411	109.3871167
chrXIII	380235	382898	STB2	YMR053C	1.984032529	1.085642507
chrV	556084	558754	TOG1	YER184C	6.07058945	5.074918857
chrX	239325	241995	CHS6	YJL099W	15.65073843	10.38051584
chrXI	299343	302014	STB6	YKL072W	14.88633725	9.742500743
chrIX	183767	186439	PRK1	YIL095W	9.952103264	9.565974181
chrIV	1298368	1301043	SYF1	YDR416W	18.55641733	12.31820351
chrXII	151332	154008	YLR001C	YLR001C	14.85851232	11.04771461
chrVII	371553	374229	AFT1	YGL071W	20.91548549	14.5576656
chrVIII	273868	276544	STE12	YHR084W	39.71546334	33.0727694
chrXIV	387163	389843	SPC98	YNL126W	23.81372257	18.55772834
chrXII	323543	326225	SUL2	YLR092W	3.116137326	3.329861606
chrIV	1214909	1217592	XRS2	YDR369C	6.418737302	4.820760067
chrIII	274344	277027	KIN82	YCR091W	2.831795869	2.066040029
chrXIV	293029	295713	NPR1	YNL183C	15.75778828	14.39952125
chrII	691924	694611	PRP5	YBR237W	8.859746747	6.876544251
chrXIII	594877	597564	MLH1	YMR167W	11.49882025	7.793416818
chrI	62775	65463	CDC24	YAL041W	31.75131357	24.11623092
chrXII	255251	257945	MNL2	YLR057W	22.84385437	16.28934085
chrV	243809	246503	SAP1	YER047C	10.43484706	6.458580758
chrII	501749	504446	HSL7	YBR133C	36.15266395	26.49067942
chrXII	495383	498080	SEC10	YLR166C	34.93192465	20.83857325
chrIX	85262	87961	AXL2	YIL140W	38.56553311	24.1320061
chrII	586480	589179	FZO1	YBR179C	17.73451522	11.23878298
chrII	670626	673329	YBR225W	YBR225W	12.9298416	9.456223922
chrXII	70481	73184	RIX7	YLL034C	69.33393319	51.26868391
chrXIV	241605	244308	RAP1	YNL216W	49.56439278	36.51469599
chrVIII	215182	217886	RSC30	YHR056C	21.86881332	20.14720249
chrIV	378761	381465	NAT1	YDL040C	133.277954	96.40641131
chrIV	178333	181039	MSH5	YDL154W	5.89620728	3.527925654
chrVII	991057	993763	RIE1	YGR250C	17.22066888	13.03056411
chrXVI	268187	270893	YPL150W	YPL150W	13.85140758	9.388834401
chrVI	131657	134370	VTC2	YFL004W	192.8812037	130.3963622
chrXIV	28689	31403	FIG4	YNL325C	9.704719966	5.786892067
chrIV	1289405	1292120	SIZ1	YDR409W	10.91378719	7.656299775
chrXII	172267	174982	PPR1	YLR014C	13.05923253	8.790566409
chrIV	1243193	1245910	EFT2	YDR385W	529.4248981	422.6402761
chrXIII	303100	305817	SOK2	YMR016C	19.48121248	11.50432856
chrXIII	869971	872691	YME2	YMR302C	17.59754398	13.30312461
chrIV	242339	245062	UBP1	YDL122W	72.63774874	59.31743618
chrXIII	892759	895482	NIP1	YMR309C	338.1343834	282.3736116
chrXV	364310	367033	ROD1	YOR018W	14.04391813	9.895663804
chrXVI	514428	517153	VTC3	YPL019C	498.2395132	340.7824568
chrXVI	393996	396722	BRO1	YPL084W	32.32648403	24.93267861
chrXVI	310173	312900	NAN1	YPL126W	148.1330315	117.7001499
chrVII	790336	793063	CCM1	YGR150C	14.20904998	11.17980795
chrX	349500	352228	RTT101	YJL047C	10.49041739	8.184230807
chrVII	751218	753947	YGR130C	YGR130C	23.57158646	17.3780625
chrVII	428600	431330	YGL036W	YGL036W	27.27364965	22.22223267
chrVII	84617	87349	KIP3	YGL216W	18.53991583	14.87911948
chrXVI	736910	739642	COG4	YPR105C	37.45062998	29.02555504
chrXVI	352702	355435	SYH1	YPL105C	41.05088212	31.38119695
chrXIV	535188	537925	SFB2	YNL049C	50.33641358	35.32958655
chrXII	599929	602666	ECM22	YLR228C	20.1715775	15.75204496
chrXVI	467156	469895	VPS16	YPL045W	14.23923769	11.46810678
chrXIII	74257	76996	ARG81	YML099C	15.02568876	9.086068885
chrXIV	549288	552028	COG6	YNL041C	27.40371961	20.96621624
chrIV	622068	624813	VTC5	YDR089W	32.01436045	24.90541985
chrX	106880	109626	HAL5	YJL165C	25.36236846	18.72833298
chrVIII	198591	201338	AAP1	YHR047C	155.2533632	104.3135786
chrX	269863	272610	TRL1	YJL087C	22.31075647	18.83361763
chrXII	238908	241655	FRE8	YLR047C	13.82898128	11.21048668
chrXIV	473345	476095	PMS1	YNL082W	10.77483391	5.823091358
chrVII	965917	968668	KEL2	YGR238C	6.746139269	4.711270609
chrIV	960307	963059	PAM1	YDR251W	33.05873062	26.65917181
chrXV	575059	577811	EFT1	YOR133W	314.7327107	257.6862622
chrXII	377960	380712	CFT2	YLR115W	22.54628314	16.05780984
chrIV	658349	661103	STE5	YDR103W	25.84042017	24.20899102
chrXII	374546	377303	AVL9	YLR114C	34.99816103	23.400752
chrXV	712795	715554	SLK19	YOR195W	17.89945518	16.51933093
chrV	295360	298120	ARG5,6	YER069W	18.62703798	11.77133608
chrXIII	206262	209024	AMD1	YML035C	86.46587659	60.15199592
chrXIII	46941	49704	BUL2	YML111W	26.76446951	22.29109083
chrXVI	624243	627011	APL4	YPR029C	44.64883438	36.21319421
chrXI	342851	345620	YKL050C	YKL050C	2.103590558	2.835953428
chrXV	639408	642180	YRR1	YOR162C	8.862059695	4.332644752
chrXVI	261546	264318	RAD53	YPL153C	8.862059695	5.054752211
chrXV	918526	921300	LDB19	YOR322C	29.30587045	24.9224926
chrXII	893605	896380	VAC14	YLR386W	26.19237637	18.47705626
chrXV	402664	405439	HIR2	YOR038C	17.15737546	15.92467011
chrX	91817	94593	SWI3	YJL176C	24.17588322	19.19146444
chrX	365725	368502	NSP1	YJL041W	85.99866184	54.06051246
chrXVI	76603	79380	GYP5	YPL249C	15.32107655	7.817981802
chrXII	799659	802437	SGD1	YLR336C	54.97191863	36.19364362
chrXI	296390	299168	LHS1	YKL073W	64.27065114	44.00881016
chrII	625706	628486	MCM7	YBR202W	36.2571771	25.75487287
chrXIII	469728	472509	YMR102C	YMR102C	16.30075416	14.28466021
chrII	779654	782436	SNF5	YBR289W	14.20113553	9.132253525
chrXIII	344162	346946	MSN2	YMR037C	23.65154983	22.01227197
chrX	60793	63579	PHO90	YJL198W	89.53864	70.24499006
chrI	110615	113403	CCR4	YAL021C	56.59141337	43.02248514
chrXIII	401512	404303	SOV1	YMR066W	8.529490954	6.840888095
chrI	39207	41999	GPB2	YAL056W	21.04396695	17.09609261
chrIV	1315035	1317829	SIP1	YDR422C	30.38314478	28.15137295
chrXV	256375	259170	YOL036W	YOL036W	24.82696452	18.73042016
chrXII	234964	237761	STU2	YLR045C	23.36049287	14.25796687
chrIV	1178616	1181413	SBE2	YDR351W	28.3404429	20.91902476
chrII	119305	122102	SAS3	YBL052C	18.19945375	12.93676531
chrXIV	644162	646960	PRP2	YNR011C	15.20604523	10.18062091
chrXI	562502	565302	OAF3	YKR064W	12.48175491	8.798569898
chrXIII	148882	151682	PIF1	YML061C	16.55189238	11.71309618
chrII	344508	347308	PRP6	YBR055C	22.97366483	18.53198785
chrXVI	79527	82327	GAL4	YPL248C	2.842526885	2.430315508
chrXI	635593	638394	BAS1	YKR099W	22.06130799	21.38388323
chrXII	395597	398398	APC2	YLR127C	8.499028486	7.421141996
chrXIII	589933	592736	PAH1	YMR165C	13.82365105	13.29358875
chrXII	748978	751782	IMH1	YLR309C	23.03119886	15.32061185
chrXIV	413608	416414	DBP2	YNL112W	478.4556444	446.8926754
chrVII	631276	634082	ENV11	YGR071C	18.68258395	11.02956022
chrXVI	273173	275980	PXA1	YPL147W	2.977321515	2.194155127
chrXII	868575	871383	VID22	YLR373C	24.89236337	19.41135507
chrX	550510	553318	YJR061W	YJR061W	4.238916951	3.399728854
chrII	764839	767647	DUG2	YBR281C	31.83697199	21.93373454
chrX	307872	310683	YJL070C	YJL070C	6.847101014	4.601166726
chrX	251675	254487	KHA1	YJL094C	21.79485495	16.1531109
chrXVI	220093	222908	NIP100	YPL174C	6.657437366	6.563751904
chrXIII	332005	334822	EIS1	YMR031C	27.9593584	18.85738418
chrXIV	68725	71544	CLA4	YNL298W	16.88948173	13.65507294
chrXVI	749151	751971	MRD1	YPR112C	79.20871574	63.82847078
chrXV	827924	830745	VPH1	YOR270C	441.9571762	312.4248148
chrXV	936641	939465	SCD5	YOR329C	12.82403285	10.90471004
chrII	334140	336967	REB1	YBR049C	33.77292342	25.48993335
chrXIV	648925	651755	PHO91	YNR013C	73.02249605	49.40238381
chrXIV	230925	233757	POP1	YNL221C	38.27395679	29.95758042
chrXIV	45220	48053	EMW1	YNL313C	73.35960275	51.16090316
chrXII	74016	76852	YLL032C	YLL032C	14.37713251	12.16157884
chrIV	1407352	1410192	JIP4	YDR475C	9.095660503	5.530059239
chrIV	832736	835576	SND1	YDR186C	33.79662089	31.87916502
chrXII	881991	884833	NAM2	YLR382C	11.31701652	9.752058003
chrVII	59075	61919	SEC15	YGL233W	32.50240274	26.36617352
chrXVI	482842	485686	PMA2	YPL036W	7.480005014	6.821638322
chrXII	617484	620329	VPS34	YLR240W	11.75016058	11.31127858
chrII	174731	177579	MCM2	YBL023C	29.07767969	17.7870299
chrXIII	312155	315005	STB4	YMR019W	13.32902162	8.42805097
chrXVI	713233	716086	YPR089W	YPR089W	33.66617779	26.78747759
chrII	198922	201777	RRN6	YBL014C	30.58038603	23.17250882
chrX	330319	333174	ZAP1	YJL056C	12.77344334	11.16378287
chrV	517925	520781	BCK2	YER167W	18.71008693	14.77200529
chrXIII	445429	448285	YTA12	YMR089C	39.45966201	28.41184959
chrIII	310927	313784	RDS1	YCR106W	9.307446715	8.137926227
chrIV	1456516	1459375	PSP1	YDR505C	23.91668603	18.41869625
chrXIV	202145	205004	KEX2	YNL238W	51.02226353	39.42247268
chrIV	494580	497441	VPS54	YDR027C	18.94293211	13.40072572
chrVII	334814	337677	SPC105	YGL093W	10.43786896	7.36793765
chrXIV	34687	37552	VNX1	YNL321W	32.88284527	22.78703646
chrXIII	209456	212323	SRC1	YML034W	21.5532667	15.68200795
chrVIII	444	3311	YHL050C	YHL050C	0.441665301	0.32223304
chrV	374938	377805	FLO8	YER109C	8.479973783	6.552071815
chrXI	586642	589509	TRZ1	YKR079C	36.48155388	31.04178286
chrVII	64318	67188	SAP4	YGL229C	7.676940365	4.774792057
chrXII	88569	91439	HSP104	YLL026W	74.92624236	36.65782305
chrIII	173652	176523	SYP1	YCR030C	36.7835483	21.50589298
chrVIII	365095	367970	YHR131C	YHR131C	14.44629725	11.99654697
chrV	523087	525965	RPH1	YER169W	19.76295433	22.56333189
chrXIII	83065	85943	UTP14	YML093W	51.91724188	42.47913306
chrV	469616	472498	UBP3	YER151C	44.11232226	30.07877471
chrXVI	539156	542041	CHL1	YPL008W	9.655991877	6.511178163
chrXI	605550	608442	TGL4	YKR089C	23.81882178	17.56955867
chrVII	824022	826917	TIF4631	YGR162W	286.3801701	205.1368831
chrIX	102781	105676	ASG1	YIL130W	42.33955581	34.5708322
chrXV	1031404	1034301	GPB1	YOR371C	20.1061418	15.25381039
chrXVI	799168	802066	CTF4	YPR135W	19.22532314	13.28270471
chrXI	213926	216824	DGR2	YKL121W	6.7288631	5.791259252
chrIV	607268	610168	PDC2	YDR081C	25.58697045	21.39694819
chrXV	749213	752114	RFC1	YOR217W	46.61682829	33.2254858
chrXII	934362	937266	UTP21	YLR409C	106.3928046	91.24915235
chrVII	767470	770376	CBF2	YGR140W	16.14242048	10.29708591
chrXVI	610305	613212	YME1	YPR024W	63.33419626	40.73106203
chrXIII	842435	845345	DSS1	YMR287C	12.53193788	8.836245108
chrXII	143190	146101	SFI1	YLL003W	10.78768257	7.193511193
chrII	270844	273755	KAP104	YBR017C	97.88373962	71.16163558
chrV	298910	301822	RNR1	YER070W	305.3430833	229.5845285
chrIII	194316	197229	PHO87	YCR037C	22.69073686	15.1171411
chrVII	601612	604526	RSC1	YGR056W	17.64229241	13.47394282
chrXI	454216	457131	FOX2	YKR009C	3.561998825	2.746684651
chrII	383155	386070	RDH54	YBR073W	41.10810541	28.9536545
chrXII	841274	844191	RSC2	YLR357W	28.1291723	17.84120506
chrVII	238291	241208	HUL5	YGL141W	16.58232071	12.19324961
chrIV	458435	461353	SOK1	YDR006C	44.61541237	42.40334417
chrXVI	176209	179127	APL5	YPL195W	49.9034853	37.35870667
chrXVI	600648	603567	AGC1	YPR021C	12.62073277	8.29849239
chrXII	32312	35232	YLL054C	YLL054C	13.78994366	10.38788506
chrXIII	217281	220204	USA1	YML029W	18.45435431	14.16990938
chrIX	264918	267841	SYG1	YIL047C	95.56409767	73.43068279
chrV	202159	205082	YAT2	YER024W	4.505288376	4.108746957
chrIX	279965	282890	NOT3	YIL038C	38.00901496	27.37291064
chrXI	115407	118332	LST4	YKL176C	42.59780264	36.05854575
chrXII	434602	437531	PEP3	YLR148W	18.41653801	12.14327728
chrXIII	142115	145045	ORC1	YML065W	16.85445455	12.50698387
chrXI	137817	140748	MCD4	YKL165C	66.9627907	50.48365285
chrXII	1036000	1038944	LEU3	YLR451W	14.96781645	12.13368531
chrIV	1311974	1314921	ARO80	YDR421W	22.34292708	13.8454838
chrIII	220343	223290	PWP2	YCR057C	107.4179186	90.75322776
